athlete_id;athlete_full_name;games_participations;first_game;athlete_year_birth
john-barry-1;John BARRY;2;Antwerp 1920;
hassan-abdel-gani-abdelfattah;Hassan Abdel Gani ABDELFATTAH;1;Helsinki 1952;1920
sami-kooheji;Sami KOOHEJI;1;Athens 2004;1984
hans-stangassinger;Hans STANGASSINGER;1;Sarajevo 1984;1960
mohammed-bin-abid;Mohammed BIN ABID;2;Seoul 1988;1969
georg-j-w-nordblad;Georg J. W. NORDBLAD;1;Paris 1924;1894
justin-abdou;Justin ABDOU;1;Sydney 2000;1971
mohamed-amin-fikry;Mohamed Amin FIKRY;2;Tokyo 1964;1941
jalmari-verner-sauli;Jalmari Verner SAULI;1;London 1908;1889
uta-schorn;Uta SCHORN;2;Munich 1972;1957
rita-kuti-kis;Rita KUTI KIS;1;Sydney 2000;1978
kaori-matsumoto;Kaori MATSUMOTO;2;London 2012;1987
brittany-phelan;Brittany PHELAN;3;Sochi 2014;1991
ulaipalota-tautama;Ulaipalota TAUTAMA;1;Seoul 1988;1970
isabel-cristina-ceballos;Isabel Cristina CEBALLOS;2;Atlanta 1996;1979
clare-henley-halstead;Clare HENLEY-HALSTEAD;2;Munich 1972;1948
ferenc-tima;Ferenc TIMA;1;London 1948;1918
toma-nikiforov;Toma NIKIFOROV;2;Rio 2016;1993
chikako-nakamori;Chikako NAKAMORI;2;Los Angeles 1984;1967
zygmunt-gosiewski;Zygmunt GOSIEWSKI;1;Moscow 1980;1959
j-garfield-macdonald;J.Garfield MACDONALD;1;London 1908;1881
jozsef-csermak;Jozsef CSERMAK;3;Helsinki 1952;1932
andrei-krylov;Andrei KRYLOV;2;Montreal 1976;1956
pierre-selderslagh;Pierre SELDERSLAGH;1;Paris 1900;
aksel-ingvar-svane-duun;Aksel Ingvar Svane DUUN;1;Melbourne 1956;1921
fermin-w-donazar;Fermin W. DONAZAR;2;Melbourne 1956;1933
jiayu-yang;Jiayu YANG;1;Tokyo 2020;1996
nicola-ripamonti;Nicola RIPAMONTI;1;Rio 2016;1990
johnathan-akinyemi;Johnathan AKINYEMI;2;London 2012;1988
irakli-bolkvadze;Irakli BOLKVADZE;1;London 2012;1994
kurt-petersen;Kurt PETERSEN;1;London 1948;1916
jean-paul-mendy;Jean-Paul MENDY;1;Atlanta 1996;1973
patrick-wojcicki;Patrick WOJCICKI;1;London 2012;1991
hassan-aryanfar;Hassan ARYANFAR;1;Montreal 1976;1948
gordon-morrison;Gordon MORRISON;1;Oslo 1952;1931
edward-william-potts;Edward William POTTS;2;London 1908;1881
ronald-peter-lombard;Ronald Peter LOMBARD;2;Helsinki 1952;1928
qianli-qian;Qianli QIAN;1;Atlanta 1996;1965
sergey-ilyushchenko;Sergey ILYUSHCHENKO;1;Salt Lake City 2002;1980
francis-reppelin;Francis REPPELIN;2;Calgary 1988;1969
sjinkie-knegt;Sjinkie KNEGT;4;Vancouver 2010;1989
william-duthie-kinnear;William Duthie KINNEAR;1;Stockholm 1912;1880
jasminka-francki;Jasminka FRANCKI;1;Barcelona 1992;1969
gerardus-maarse;Gerardus MAARSE;2;Oslo 1952;1929
regina-philips;Regina PHILIPS;1;Seoul 1988;
frantisek-majdloch;Frantisek MAJDLOCH;3;London 1948;1929
laura-peel;Laura PEEL;3;Sochi 2014;1989
constantin-van-rijckevorsel;Constantin VAN RIJCKEVORSEL;3;Atlanta 1996;1976
filippos-filippou;Filippos FILIPPOU;1;Los Angeles 1984;1956
finn-thunbo-christensen;Finn Thunbo CHRISTENSEN;1;Montreal 1976;1951
mohamed-abd-elbaki;Mohamed ABD ELBAKI;2;Beijing 2008;1987
jianbo-li;Jianbo LI;2;Beijing 2008;1986
adalberto-hernandez;Adalberto HERNANDEZ;1;Rome 1960;1938
olga-sedakova;Olga SEDAKOVA;2;Barcelona 1992;1972
phil-trinter;Phil TRINTER;1;Athens 2004;1969
frederick-bertram-barton;Frederick Bertram BARTON;1;Paris 1924;1900
jared-schmidt;Jared SCHMIDT;1;Beijing 2022;1997
david-serrano;David SERRANO;1;Barcelona 1992;1968
berndt-torbjorn-lindfors;Berndt Torbjörn LINDFORS;2;Helsinki 1952;1932
vegard-hoidalen;Vegard HOIDALEN;2;Sydney 2000;1971
miloslav-netusil;Miloslav NETUSIL;3;Mexico City 1968;1946
elena-emilianova-pampoulova;Elena Emilianova PAMPOULOVA;1;Barcelona 1992;1972
rene-lopez;Rene LOPEZ;1;Rio 2016;1964
rumen-alabakov;Rumen ALABAKOV;1;Seoul 1988;1965
leonel-matonse;Leonel MATONSE;1;Athens 2004;1988
kenneth-james-box;Kenneth James BOX;1;Melbourne 1956;1930
david-barcena-rios;David BARCENA RIOS;5;Tokyo 1964;1941
maria-ferekidi;Maria FEREKIDI;2;Athens 2004;1981
woo-young-won;Woo Young WON;1;London 2012;1982
gian-giorgio-trissino;Gian Giorgio TRISSINO;1;Paris 1900;1877
ondrej-perusic;Ondrej PERUSIC;1;Tokyo 2020;1994
kwang-joo-lee;Kwang.Joo LEE;1;Rome 1960;1938
rolf-morgan-hansen;Rolf Morgan HANSEN;1;Los Angeles 1984;1961
walter-rahm;Walter RAHM;1;Lake Placid 1980;1954
pierre-de-montaut;Pierre DE MONTAUT;1;Berlin 1936;1892
maksym-khvorost;Maksym KHVOROST;3;Athens 2004;1982
hans-jagenburg;Hans JAGENBURG;1;Antwerp 1920;
francesca-dallape;Francesca DALLAPE;3;Beijing 2008;1986
lothar-matthes;Lothar MATTHES;2;Mexico City 1968;1947
johannes-schelling;Johannes SCHELLING;1;Seoul 1988;1954
emmanuel-ndiemandoi;Emmanuel NDIEMANDOI;1;Moscow 1980;1956
aldyn-wint;Aldyn WINT;1;Los Angeles 1984;1958
galal-yafai;Galal YAFAI;2;Rio 2016;1992
simonas-bilis;Simonas BILIS;2;Rio 2016;1993
siegbert-schmeisser;Siegbert SCHMEISSER;1;Montreal 1976;1957
judianne-fotheringill;Judianne FOTHERINGILL;1;Innsbruck 1964;1944
zoltan-sandor;Zoltan SANDOR;1;Tokyo 1964;1926
artem-pryma;Artem PRYMA;1;Beijing 2022;1987
allen-woodring;Allen WOODRING;1;Antwerp 1920;1898
cedo-nikolovski;Cedo NIKOLOVSKI;1;Seoul 1988;1961
linda-ann-martin;Linda Ann MARTIN;3;Moscow 1980;1954
lydia-paterson;Lydia PATERSON;1;Rio 2016;1996
alex-quinonez;Alex QUINONEZ;2;London 2012;1989
jan-jankiewicz;Jan JANKIEWICZ;2;Montreal 1976;1955
jan-henrik-heinrich;Jan-Henrik HEINRICH;2;Atlanta 1996;1963
markus-keller;Markus KELLER;2;Turin 2006;1982
gianfranco-gaspari;Gianfranco GASPARI;2;Grenoble 1968;1938
ahti-toivanen;Ahti TOIVANEN;1;Sochi 2014;1990
yukihiro-mitani;Yukihiro MITANI;1;Calgary 1988;1961
sabine-herbst;Sabine HERBST;2;Atlanta 1996;1974
ghada-shouaa;Ghada SHOUAA;3;Barcelona 1992;1972
armando-salvietti;Armando SALVIETTI;1;Munich 1972;1955
erik-lesser;Erik LESSER;3;Sochi 2014;1988
bjorn-aaberg;Björn AABERG;1;Albertville 1992;1968
magdalena-kemnitz;Magdalena KEMNITZ;1;Athens 2004;1985
wilhelm-rabe;Wilhelm RABE;1;Stockholm 1912;1876
cesar-gonzalez-1;Cesar GONZALEZ;2;Barcelona 1992;1965
tony-jarrett;Tony JARRETT;4;Seoul 1988;1968
raul-marrero-tamarit;Raul MARRERO TAMARIT;1;Mexico City 1968;1951
feng-yun-yu;Feng-Yun YU;1;Sydney 2000;1977
pavel-loskutov;Pavel LOSKUTOV;4;Atlanta 1996;1969
edward-orval-gourdin;Edward Orval GOURDIN;1;Paris 1924;1897
giancarlo-bergamelli;Giancarlo BERGAMELLI;1;Salt Lake City 2002;1974
chun-shek-leung;Chun Shek LEUNG;1;London 2012;1986
torsten-schmitz;Torsten SCHMITZ;1;Seoul 1988;1964
rolf-danneberg;Rolf DANNEBERG;2;Los Angeles 1984;1953
yeseida-carrillo;Yeseida CARRILLO;2;Rio 2016;1993
gang-liu-1;Gang LIU;1;Barcelona 1992;1988
franz-portmann;Franz PORTMANN;1;Innsbruck 1964;1931
finn-hansen;Finn HANSEN;1;Atlanta 1996;1955
hidetoshi-sato;Hidetoshi SATO;1;Innsbruck 1976;1950
per-andersson-1;Per ANDERSSON;1;Barcelona 1992;1971
safiya-kabanova;Safiya KABANOVA;1;Sydney 2000;1970
sheng-lei;Sheng LEI;3;Beijing 2008;1984
rudolf-houtsch;Rudolf HOUTSCH;1;Berlin 1936;1916
robert-christophe;Robert CHRISTOPHE;3;Melbourne 1956;1938
alfred-ambrosius-jauch;Alfred Ambrosius JAUCH;1;London 1948;
larissa-pimenta;Larissa PIMENTA;1;Tokyo 2020;1999
astrid-retzke;Astrid RETZKE;1;Sydney 2000;1973
farez-halabi;Farez HALABI;1;Moscow 1980;1957
marc-weber-x1478;Marc WEBER;1;Tokyo 2020;1997
lotti-tschanz;Lotti TSCHANZ;1;Moscow 1980;1933
verena-rohrer;Verena ROHRER;2;Sochi 2014;1996
arturo-i-porro;Arturo I. PORRO;1;Mexico City 1968;1919
veera-uppapong;Veera UPPAPONG;1;Montreal 1976;1940
harald-oehme;Harald OEHME;1;Innsbruck 1976;1953
giancarlo-morresi;Giancarlo MORRESI;1;Mexico City 1968;1944
patricia-bottani;Patricia BOTTANI;1;Sydney 2000;1974
olli-pekka-karjalainen;Olli-Pekka KARJALAINEN;3;Sydney 2000;1980
oscar-fernandez;Oscar FERNANDEZ;2;Seoul 1988;1974
noriko-inada;Noriko INADA;3;Barcelona 1992;1978
hans-magnus-grepperud;Hans Magnus GREPPERUD;1;Los Angeles 1984;1958
barbora-hermannova;Barbora HERMANNOVA;2;Rio 2016;1990
terje-langli;Terje LANGLI;2;Calgary 1988;1965
mattia-cola;Mattia COLA;1;Vancouver 2010;1984
joseph-salim;Joseph SALIM;2;Barcelona 1992;1967
javier-frana;Javier FRANA;3;Seoul 1988;1966
scott-guyton;Scott GUYTON;2;Atlanta 1996;1976
ludovico-fossali;Ludovico FOSSALI;1;Tokyo 2020;1997
juho-julius-saaristo;Juho Julius SAARISTO;2;Stockholm 1912;1891
yun-mi-kang-1;Yun-Mi KANG;1;Athens 2004;1988
roland-thibaut;Roland THIBAUT;2;Munich 1972;1946
reinhold-steingraber;Reinhold STEINGRABER;1;Moscow 1980;1957
chun-kai-feng-x0316;Chun Kai FENG;1;Tokyo 2020;1988
andrew-neu;Andrew NEU;1;St. Louis 1904;
elena-vodorezova;Elena VODOREZOVA;2;Innsbruck 1976;1963
fa-quan-bai;Fa Quan BAI;2;London 2012;1986
alphonsine-agahozo;Alphonsine AGAHOZO;2;London 2012;1996
aporosa-boginisoko;Aporosa BOGINISOKO;1;Barcelona 1992;1969
anthony-eugene-campbell;Anthony Eugene CAMPBELL;2;Los Angeles 1984;1960
sara-fantini;Sara FANTINI;1;Tokyo 2020;1997
johanna-sybille-hall;Johanna Sybille HALL;3;Rome 1960;1934
jonathan-cheever;Jonathan CHEEVER;1;PyeongChang 2018;1985
george-r-hyde;George R. HYDE;1;Amsterdam 1928;
anshu-anshu;Anshu ANSHU;1;Tokyo 2020;2001
song-il-kim;Song Il KIM;1;Munich 1972;1946
rashid-al-athba;Rashid AL-ATHBA;2;Athens 2004;1980
ronald-lloyd-zinn;Ronald Lloyd ZINN;2;Rome 1960;1939
choon-gil-choi;Choon-Gil CHOI;1;Montreal 1976;1958
irvette-van-blerk;Irvette VAN BLERK;2;London 2012;1987
ilke-ozyuksel;Ilke OZYUKSEL;2;Rio 2016;1997
orlando-santamaria-vives;Orlando SANTAMARIA VIVES;1;London 1948;1920
charlotte-worthington;Charlotte WORTHINGTON;1;Tokyo 2020;1996
aluan-ricciardi;Aluan RICCIARDI;1;Vancouver 2010;1987
aslan-karatsev;Aslan KARATSEV;1;Tokyo 2020;1993
axel-w-runstrom;Axel W. RUNSTRÖM;2;London 1908;1883
andrey-golban;Andrey GOLBAN;1;Atlanta 1996;1974
eric-magnin;Eric MAGNIN;1;Barcelona 1992;1967
shigeru-aburaya;Shigeru ABURAYA;1;Athens 2004;1977
lenka-smidova;Lenka SMIDOVA;3;Sydney 2000;1975
jean-francois-millot;Jean François MILLOT;3;Mexico City 1968;1944
niels-laursen;Niels LAURSEN;2;London 1908;1881
hristina-matsokina;Hristina MATSOKINA;1;Beijing 2022;1998
andy-wibowo;Andy WIBOWO;1;Athens 2004;1980
rene-queyroux;Rene QUEYROUX;1;Melbourne 1956;1927
arianna-vanderpool-wallace;Arianna VANDERPOOL-WALLACE;3;Beijing 2008;1990
julian-amado-azaad;Julian Amado AZAAD;1;Tokyo 2020;1990
george-c-crompton;George C. CROMPTON;1;Berlin 1936;1913
farida-rahmed;Farida RAHMED;2;Innsbruck 1976;1953
alexis-sablone;Alexis SABLONE;1;Tokyo 2020;1986
robert-lowrance;Robert LOWRANCE;1;Atlanta 1996;1954
paul-langley;Paul LANGLEY;1;Atlanta 1996;1972
nikola-nimac;Nikola NIMAC;1;Turin 2006;1981
stalvira-orshush;Stalvira ORSHUSH;1;Tokyo 2020;1993
paola-andrea-munoz-grandon;Paola Andrea MUNOZ GRANDON;2;London 2012;1986
richard-lumb;Richard LUMB;1;Los Angeles 1984;1955
reiner-scholl;Reiner SCHOLL;2;Los Angeles 1984;1961
alice-bellandi;Alice BELLANDI;1;Tokyo 2020;1998
filip-ospaly;Filip OSPALY;3;Sydney 2000;1976
zoltan-balogh;Zoltan BALOGH;1;Helsinki 1952;1930
jun-xie;Jun XIE;2;Seoul 1988;1968
santiago-gonzalez;Santiago GONZALEZ;1;Rio 2016;1983
corrie-de-bruin;Corrie DE BRUIN;1;Atlanta 1996;1976
dandan-guo;Dandan GUO;1;Nagano 1998;
xenia-krizsan;Xenia KRIZSAN;2;Rio 2016;1993
kurt-betschart;Kurt BETSCHART;1;Sydney 2000;1968
roulin;Gilles ROULIN;1;PyeongChang 2018;1994
gooitske-marsman;Gooitske MARSMAN;1;Barcelona 1992;1965
luis-albornoz-carreras;Luis ALBORNOZ CARRERAS;1;Rome 1960;1948
john-albert-webb;John Albert WEBB;1;Mexico City 1968;1936
andreea-aanei;Andreea AANEI;1;Rio 2016;1993
jack-richard-buckner;Jack Richard BUCKNER;2;Seoul 1988;1961
fani-tzeli;Fani TZELI;1;Tokyo 2020;
liza-hunter-galvan;Liza HUNTER-GALVAN;2;Athens 2004;1969
luis-viscarra;Luis VISCARRA;1;Calgary 1988;1960
fiona-jane-mcintosh;Fiona Jane MCINTOSH;4;Los Angeles 1984;1960
chester-w-phillips;Chester W. PHILLIPS;1;Berlin 1936;1913
simona-staicu;Simona STAICU;1;Athens 2004;1971
ingeborg-solar;Ingeborg SOLAR;1;St. Moritz 1948;1926
yong-hui-jo;Yong Hui JO;1;Sydney 2000;1982
lal-chuni;Lal CHUNI;1;Albertville 1992;1971
tessa-worley;Tessa WORLEY;3;Vancouver 2010;1989
okenwa-ezikpe;Okenwa EZIKPE;1;Montreal 1976;
igor-bakalov;Igor BAKALOV;2;Tokyo 1964;1939
annemarie-ronnov-iversen;Annemarie Rönnov IVERSEN;1;London 1948;1923
erben-wennemars;Erben WENNEMARS;3;Nagano 1998;1975
alejandra-orozco;Alejandra OROZCO;3;London 2012;1997
hermann-bauer;Hermann BAUER;3;Seoul 1988;1966
erik-lindh;Erik LINDH;2;Seoul 1988;1964
katarina-raczova-loksova;Katarina RACZOVA-LOKSOVA;3;Munich 1972;1950
eva-huckova;Eva HUCKOVA;1;Turin 2006;1986
grigore-claudiu-rasco;Grigore Claudiu RASCO;1;Sydney 2000;1978
colin-bryce;Colin BRYCE;1;Salt Lake City 2002;1974
samuli-piippo;Samuli PIIPPO;1;Rio 2016;1980
jongwon-chon;Jongwon CHON;1;Tokyo 2020;1996
stine-lise-hattestad;Stine Lise HATTESTAD;3;Calgary 1988;1966
todor-manov;Todor MANOV;1;Atlanta 1996;1969
mojca-rataj;Mojca RATAJ;1;Turin 2006;1979
krzysztof-supowicz;Krzysztof SUPOWICZ;1;Athens 2004;1984
denis-kornilov;Denis KORNILOV;4;Turin 2006;1986
anke-mohring;Anke MÖHRING;1;Seoul 1988;1969
francisco-limardo;Francisco LIMARDO;2;Beijing 2008;1987
jean-renaud-adde;Jean Renaud ADDE;1;Beijing 2008;1970
michael-veith;Michael VEITH;2;Innsbruck 1976;1957
pascale-jeuland;Pascale JEULAND;1;Beijing 2008;1987
kate-ziegler;Kate ZIEGLER;2;Beijing 2008;1988
khatuna-lorig;Khatuna LORIG;5;Barcelona 1992;1974
ronny-gomez-villafuerte;Ronny GOMEZ VILLAFUERTE;1;Atlanta 1996;1966
toshio-jingu;Toshio JINGU;1;Montreal 1976;1948
karla-linke;Karla LINKE;1;Montreal 1976;1960
jakub-janda;Jakub JANDA;4;Salt Lake City 2002;1978
raita-suzuki;Raita SUZUKI;1;Sydney 2000;1972
gabriela-suvova;Gabriela SUVOVA;2;Albertville 1992;1972
youssef-baba;Youssef BABA;3;Sydney 2000;1979
paul-fleming;Paul FLEMING;1;Beijing 2008;1988
arthur-patrick-keily;Arthur Patrick KEILY;1;Rome 1960;1921
mariya-korobitskaya;Mariya KOROBITSKAYA;1;Rio 2016;1990
jerzy-kulej;Jerzy KULEJ;2;Tokyo 1964;1940
varvara-filiou;Varvara FILIOU;1;Rio 2016;1994
glenn-beauchamp;Glenn BEAUCHAMP;2;Los Angeles 1984;1962
charles-edward-beckwith;Charles Edward BECKWITH;1;Paris 1924;1901
francois-place;Francois PLACE;2;PyeongChang 2018;1989
patricia-sarrapio;Patricia SARRAPIO;2;London 2012;1982
istvan-agh;Istvan AGH;1;Barcelona 1992;1970
edith-cochrane;Edith COCHRANE;1;Melbourne 1956;1934
david-rhodes;David RHODES;1;Athens 2004;1975
nguyen-van-ly;Nguyen Van LY;2;Rome 1960;1942
darryl-yung;Darryl YUNG;1;Atlanta 1996;1972
heath-ramsay;Heath RAMSAY;1;Sydney 2000;1981
laurence-baldauff;Laurence BALDAUFF;1;Rio 2016;1974
humberto-solano-sanchez;Humberto SOLANO SANCHEZ;1;Mexico City 1968;1944
willi-wulbeck;Willi WULBECK;1;Montreal 1976;1954
herman-groman;Herman GROMAN;1;St. Louis 1904;1882
nick-page;Nick PAGE;1;Beijing 2022;2002
marco-antonio-zaragoza;Marco Antonio ZARAGOZA;2;Barcelona 1992;1973
volodymyr-dyudya;Volodymyr DYUDYA;2;Athens 2004;1983
richard-varga;Richard VARGA;2;London 2012;1989
mike-kluge;Mike KLUGE;1;Atlanta 1996;1962
anna-nurmukhambetova;Anna NURMUKHAMBETOVA;1;London 2012;1993
ursula-happe-krey;Ursula HAPPE-KREY;2;Helsinki 1952;1926
sigfred-thomas-madsen;Sigfred Thomas MADSEN;1;Berlin 1936;1915
yu-cheng-chen;Yu-Cheng CHEN;1;London 2012;1992
garfield-jones;Garfield JONES;1;Seoul 1988;1966
marc-mongeon;Marc MONGEON;1;Los Angeles 1984;1955
marianne-streifler;Marianne STREIFLER;1;Grenoble 1968;1951
susan-wynne;Susan WYNNE;1;Calgary 1988;1965
franck-lambert;Franck LAMBERT;1;Moscow 1980;1960
cynthia-mae-bremser;Cynthia Mae BREMSER;1;Los Angeles 1984;1953
pavel-gurkin;Pavel GURKIN;1;Beijing 2008;1966
ignacio-sanz-paz;Ignacio SANZ PAZ;2;Moscow 1980;1955
magnus-torell;Magnus TORELL;2;Seoul 1988;1964
frederick-tomkins;Frederick TOMKINS;1;London 1908;
besarion-gochashvili;Besarion GOCHASHVILI;1;Beijing 2008;1983
jing-xu;Jing XU;1;London 2012;1990
evgeniy-gerganov;Evgeniy GERGANOV;1;Beijing 2008;1975
gerard-christaud-pipola;Gérard CHRISTAUD-PIPOLA;4;Grenoble 1968;1947
heinz-inniger;Heinz INNIGER;1;Turin 2006;1980
chemmy-alcott;Chemmy ALCOTT;4;Salt Lake City 2002;1982
svante-kohala;Svante KOHALA;1;Beijing 2022;1998
alfonso-martinez;Alfonso MARTINEZ;1;Beijing 2008;1982
paulo-camacho;Paulo CAMACHO;1;Seoul 1988;1970
aaron-heading;Aaron HEADING;1;Tokyo 2020;1987
amanda-furrer;Amanda FURRER;1;London 2012;1991
istvan-gali;Istvan GALI;1;Mexico City 1968;1943
vic-wild;Vic WILD;3;Sochi 2014;1986
charles-sinek;Charles SINEK;1;Salt Lake City 2002;1968
burkhard-cordes;Burkhard CORDES;2;Mexico City 1968;1939
emmanuel-michon;Emmanuel MICHON;3;Innsbruck 1976;1955
veli-balli;Veli BALLI;1;Montreal 1976;1949
jurgen-wiefel;Jürgen WIEFEL;2;Montreal 1976;1952
minna-hesso;Minna HESSO;2;Nagano 1998;1976
denis-gargaud-chanut;Denis GARGAUD CHANUT;1;Rio 2016;1987
angel-chacon-rodriguez;Angel CHACON RODRIGUEZ;1;Barcelona 1992;1972
neil-james-robbins;Neil James ROBBINS;1;Melbourne 1956;1929
katrin-schmidt;Katrin SCHMIDT;2;Barcelona 1992;1967
blair-tuke;Blair TUKE;3;London 2012;1989
gunnar-nilsson;Gunnar NILSSON;1;London 1948;1923
juan-carlos-ferrero;Juan Carlos FERRERO;2;Sydney 2000;1980
rouhollah-rahmani;Rouhollah RAHMANI;1;Rome 1960;1934
rishiram-pradhan;Rishiram PRADHAN;1;Seoul 1988;
filippo-magnini;Filippo MAGNINI;4;Athens 2004;1982
dieter-linneberger;Dieter LINNEBERGER;2;Sarajevo 1984;1965
allen-whitty;Allen WHITTY;1;Paris 1924;1866
martin-sheridan;Martin SHERIDAN;3;St. Louis 1904;1881
nanne-sluis;Nanne SLUIS;1;London 2012;1983
eleanor-uhl;Eleanor UHL;1;Antwerp 1920;1902
milos-becvar;Milos BECVAR;2;Lake Placid 1980;1957
pavel-petrikov-1;Pavel PETRIKOV;2;Beijing 2008;1986
dukhail-alhabashi;Dukhail ALHABASHI;1;Atlanta 1996;1975
mike-evelyn;Mike EVELYN;1;Beijing 2022;1993
gidemas-shahanga;Gidemas SHAHANGA;2;Moscow 1980;1957
alexander-hagen;Alexander HAGEN;2;Seoul 1988;1955
martin-laurendeau;Martin LAURENDEAU;1;Seoul 1988;1964
daniel-dohou;Daniel DOHOU;1;Seoul 1988;1959
tom-squires;Tom SQUIRES;1;Tokyo 2020;1993
toralf-engan;Toralf ENGAN;1;Innsbruck 1964;1936
george-v-bonhag;George V. BONHAG;4;St. Louis 1904;1882
toma-tudoran;Toma TUDORAN;1;Berlin 1936;1903
twan-van-gendt;Twan VAN GENDT;3;London 2012;1992
sergei-davydov;Sergei DAVYDOV;2;Salt Lake City 2002;1979
pietro-mennea;Pietro MENNEA;5;Munich 1972;1952
rudy-gauwe;Rudy GAUWE;1;Montreal 1976;1951
da-hye-lee;Da-Hye LEE;1;Athens 2004;1987
alejandra-zavala-vazquez;Alejandra ZAVALA VAZQUEZ;2;London 2012;1984
hans-bettembourg;Hans BETTEMBOURG;1;Munich 1972;1944
wladyslaw-swiatek;Wladyslaw SWIATEK;1;Paris 1924;
diana-bianchedi;Diana BIANCHEDI;3;Barcelona 1992;1969
otto-lehner;Otto LEHNER;1;Paris 1924;1900
john-condon;John CONDON;1;London 1908;1889
mario-contreras;Mario CONTRERAS;1;Beijing 2008;1987
shelley-rudman;Shelley RUDMAN;3;Turin 2006;1981
jean-luc-dreyer;Jean-Luc DREYER;1;Moscow 1980;1953
marian-woronin;Marian WORONIN;2;Montreal 1976;1956
cesar-abaroa;Cesar ABAROA;1;Tokyo 2020;1996
istvan-kovacs-1;Istvan KOVACS;3;Munich 1972;1950
alessio-boggiatto;Alessio BOGGIATTO;3;Sydney 2000;1981
serhiy-honchar;Serhiy HONCHAR;2;Sydney 2000;1970
amnaay-zebedayo-bayo;Amnaay Zebedayo BAYO;2;Sydney 2000;1976
siju-yang;Siju YANG;1;Atlanta 1996;1973
mark-williams;Mark WILLIAMS;2;Sydney 2000;1979
pramila-gudandda-ganapathy;Pramila GUDANDDA GANAPATHY;2;Sydney 2000;1977
gertrude-f-wilhelmsen;Gertrude F. WILHELMSEN;1;Berlin 1936;1913
albina-akhatova;Albina AKHATOVA;3;Nagano 1998;1976
kaare-olav-berg;Kaare Olav BERG;2;Grenoble 1968;1944
kaname-ide;Kaname IDE;2;Grenoble 1968;1947
wendy-houvenaghel;Wendy HOUVENAGHEL;1;Beijing 2008;1974
jose-carvalho-1;Jose CARVALHO;2;Munich 1972;1953
helga-arendt;Helga ARENDT;1;Seoul 1988;1964
maurizio-montesi;Maurizio MONTESI;1;Montreal 1976;1952
brandon-starc;Brandon STARC;2;Rio 2016;1993
dorin-degan;Dorin DEGAN;2;Sarajevo 1984;1959
andre-adelheim;Andre ADELHEIM;2;Amsterdam 1928;1906
gabor-molnar;Gabor MOLNAR;1;Atlanta 1996;1972
elena-smolyanova;Elena SMOLYANOVA;1;London 2012;1986
kilmar-campos;Kilmar CAMPOS;1;Seoul 1988;1963
guillermo-suarez;Guillermo SUAREZ;1;Berlin 1936;1912
henryk-grabowski;Henryk GRABOWSKI;3;Helsinki 1952;1929
konrad-bartelski;Konrad BARTELSKI;3;Sapporo 1972;1954
mikhail-vostroknutov;Mikhail VOSTROKNUTOV;1;Lillehammer 1994;1962
matti-maki;Matti MAKI;1;Athens 2004;1982
ray-takahashi;Ray TAKAHASHI;2;Montreal 1976;1958
mustafa-avcioglu;Mustafa AVCIOGLU;2;Berlin 1936;1909
william-neale;William NEALE;1;Innsbruck 1964;1943
trina-jackson;Trina JACKSON;1;Atlanta 1996;1977
filippo-bottino;Filippo BOTTINO;2;Antwerp 1920;1888
sverre-stensheim;Sverre STENSHEIM;2;Squaw Valley 1960;1933
fritz-huber;Fritz HUBER;1;Munich 1972;1949
telma-monteiro;Telma MONTEIRO;5;Athens 2004;1985
craig-tyrone-merren;Craig Tyrone MERREN;3;Los Angeles 1984;1966
mohamed-oubahim;Mohamed OUBAHIM;1;Albertville 1992;1959
vitool-charernratana;Vitool CHARERNRATANA;1;Tokyo 1964;1942
willy-lardon;Willy LARDON;2;London 1948;1916
philipp-kohlschreiber;Philipp KOHLSCHREIBER;2;Rio 2016;1983
edgar-donald-mountain;Edgar Donald MOUNTAIN;2;Antwerp 1920;1901
pedro-quintas;Pedro QUINTAS;1;Tokyo 2020;2002
sebastien-godefroid;Sebastien GODEFROID;4;Atlanta 1996;1971
andre-luiz-teixeira;Andre Luiz TEIXEIRA;2;Barcelona 1992;1974
duncan-campbell;Duncan CAMPBELL;1;PyeongChang 2018;1997
xuerui-li;Xuerui LI;2;London 2012;1991
rory-thomas-o-reilly;Rory Thomas O'REILLY;1;Los Angeles 1984;1955
yevgeniy-golovanov;Yevgeniy GOLOVANOV;1;Atlanta 1996;1972
ahmed-mohamed-ibrahim-saad;Ahmed Mohamed Ibrahim SAAD;1;Rio 2016;1989
gintaras-andriuskevicius;Gintaras ANDRIUSKEVICIUS;1;Athens 2004;1975
regina-branner;Regina BRANNER;1;Melbourne 1956;1931
haithem-dakhlaoui;Haithem DAKHLAOUI;1;Tokyo 2020;1994
pawel-wojciechowski;Pawel WOJCIECHOWSKI;3;London 2012;1989
king-ho-li;King-Ho LI;1;Seoul 1988;1960
jacques-gestraut;Jacques GESTRAUT;1;Rome 1960;1939
tapio-nirkko;Tapio NIRKKO;3;Beijing 2008;1984
lars-marius-waldal;Lars - Marius WALDAL;1;Lillehammer 1994;1973
pierre-van-der-haeghen;Pierre VAN DER HAEGHEN;1;London 1948;1921
arthur-baumle;Arthur BÄUMLE;1;Berlin 1936;1906
richard-weinberger;Richard WEINBERGER;2;London 2012;1990
piia-pantsu;Piia PANTSU;1;Sydney 2000;1971
heinz-franke;Heinz FRANKE;1;Rome 1960;1928
