discipline_title;slug_game;event_title;event_gender;medal_type;participant_type;participant_title;athlete_id;country_name;country_3_letter_code
Basketball;atlanta-1996;basketball women;Women;SILVER;GameTeam;Brazil team;;Brazil;BRA
Cycling Track;sydney-2000;Madison men;Men;BRONZE;GameTeam;Italy team;silvio-martinello;Italy;ITA
Cycling Road;seoul-1988;individual road race women;Women;SILVER;Athlete;;;Federal Republic of Germany;FRG
Cycling Road;atlanta-1996;individual road race women;Women;GOLD;Athlete;;jeannie-longo-ciprelli;France;FRA
Athletics;paris-1900;triple jump standing men;Men;GOLD;Athlete;;ray-ewry;United States of America;USA
Canoe Slalom;athens-2004;C1 canoe single men;Men;SILVER;Athlete;;michal-martikan;Slovakia;SVK
Bobsleigh;salt-lake-city-2002;two-man men;Men;GOLD;GameTeam;Germany team #1;christoph-langen;Germany;GER
Swimming;london-1908;200m breaststroke men;Men;BRONZE;Athlete;;pontus-hansson;Sweden;SWE
Equestrian Dressage;barcelona-1992;team mixed;Open;BRONZE;GameTeam;United States team;;United States of America;USA
Wrestling;antwerp-1920;Light-Heavyweight, Freestyle (?82� kilograms) Men;Men;BRONZE;Athlete;;walter-s-maurer;United States of America;USA
Boxing;moscow-1980;51-54kg bantamweight men;Men;GOLD;Athlete;;juan-bautista-hernandez-perez;Cuba;CUB
Athletics;beijing-2008;triple jump men;Men;SILVER;Athlete;;phillips-idowu;Great Britain;GBR
Alpine Skiing;vancouver-2010;alpine combined women;Women;GOLD;Athlete;;maria-riesch;Germany;GER
Cross Country Skiing;beijing-2022;Men's Sprint Free;Men;GOLD;Athlete;;klaebo;Norway;NOR
Rowing;beijing-2008;lightweight double sculls 2x men;Men;GOLD;GameTeam;Great Britain team;zac-purchase;Great Britain;GBR
Athletics;berlin-1936;200m men;Men;BRONZE;Athlete;;martinus-osendarp;Netherlands;NED
Fencing;sydney-2000;sabre individual men;Men;BRONZE;Athlete;;wiradech-kothny;Germany;GER
Speed skating;st-moritz-1948;500m men;Men;SILVER;Athlete;;;United States of America;USA
Cross Country Skiing;squaw-valley-1960;Relay 4x10km men;Men;BRONZE;GameTeam;Soviet Union team;;Soviet Union;URS
Fencing;munich-1972;sabre individual men;Men;SILVER;Athlete;;peter-maroth;Hungary;HUN
Weightlifting;munich-1972;56 - 60kg (featherweight) men;Men;BRONZE;Athlete;;janos-benedek;Hungary;HUN
Judo;barcelona-1992;72kg heavyweight women;Women;BRONZE;Athlete;;yoko-sakaue;Japan;JPN
Luge;sapporo-1972;Singles women;Women;SILVER;Athlete;;ute-ruhrold;German Democratic Republic (Germany);GDR
Nordic Combined;beijing-2022;Team Gundersen Large Hill/4x5km;Men;GOLD;GameTeam;Norway;;Norway;NOR
Alpine Skiing;salt-lake-city-2002;giant slalom women;Women;SILVER;Athlete;;anja-paerson;Sweden;SWE
Boxing;rio-2016;81-91kg heavyweight men;Men;BRONZE;Athlete;;rustam-tulaganov;Uzbekistan;UZB
Athletics;sydney-2000;20km walk men;Men;BRONZE;Athlete;;vladimir-andreyev;Russian Federation;RUS
Water Polo;seoul-1988;water polo men;Men;SILVER;GameTeam;United States team;;United States of America;USA
Rowing;sydney-2000;double sculls 2x women;Women;GOLD;GameTeam;Germany team;kathrin-boron;Germany;GER
Cross Country Skiing;st-moritz-1928;50km men;Men;BRONZE;Athlete;;volger-andersson;Sweden;SWE
Judo;london-2012;90  100kg halfheavyweight men;Men;BRONZE;Athlete;;dimitri-peters;Germany;GER
Freestyle Skiing;nagano-1998;Aerials women;Women;GOLD;Athlete;;nikki-stone;United States of America;USA
Shooting;munich-1972;trap (125 targets) mixed;Open;GOLD;Athlete;;angelo-scalzone;Italy;ITA
Swimming;athens-2004;100m freestyle men;Men;BRONZE;Athlete;;ian-thorpe;Australia;AUS
Speed skating;albertville-1992;1500m women;Women;BRONZE;Athlete;;seiko-hashimoto;Japan;JPN
Cross Country Skiing;albertville-1992;10km pursuit men;Men;SILVER;Athlete;;marco-albarello;Italy;ITA
Biathlon;sapporo-1972;20km men;Men;BRONZE;Athlete;;lars-goran-arwidson;Sweden;SWE
Athletics;rome-1960;400m men;Men;GOLD;Athlete;;otis-crandall-davis;United States of America;USA
Cycling Track;rio-2016;Team sprint women;Women;SILVER;GameTeam;Russian Federation team;anastasiia-voinova;Russian Federation;RUS
Cycling Track;rome-1960;2000m tandem men;Men;SILVER;GameTeam;Germany team;lothar-staber;Germany;GER
Judo;tokyo-2020;Men -81 kg;Men;BRONZE;Athlete;;shamil-borchashvili;Austria;AUT
Biathlon;grenoble-1968;4x75km relay men;Men;SILVER;GameTeam;Norway team;;Norway;NOR
Alpine Skiing;nagano-1998;slalom women;Women;GOLD;Athlete;;hilde-gerg;Germany;GER
Figure skating;calgary-1988;Ice dancing mixed;Mixed;GOLD;GameTeam;Soviet Union team #1;andrey-bukin;Soviet Union;URS
Luge;nagano-1998;Doubles mixed;Open;SILVER;GameTeam;United States team #1;gordon-sheer;United States of America;USA
Equestrian Eventing;moscow-1980;team mixed;Open;GOLD;GameTeam;Soviet Union team;;Soviet Union;URS
Canoe Sprint;atlanta-1996;K4 500m kayak four women;Women;BRONZE;GameTeam;Sweden team;;Sweden;SWE
Canoe Sprint;montreal-1976;K2 500m kayak double men;Men;SILVER;GameTeam;Soviet Union team;vladimir-romanovsky;Soviet Union;URS
Athletics;munich-1972;1500m women;Women;GOLD;Athlete;;lyudmila-bragina;Soviet Union;URS
Rowing;atlanta-1996;lightweight coxless four 4 men;Men;SILVER;GameTeam;Canada team;;Canada;CAN
Diving;moscow-1980;3m springboard women;Women;BRONZE;Athlete;;karin-guthke;German Democratic Republic (Germany);GDR
Swimming;tokyo-2020;Men's 200m Freestyle;Men;SILVER;Athlete;;duncan-scott;Great Britain;GBR
Sailing;mexico-city-1968;flying dutchman mixed;Open;BRONZE;GameTeam;Brazil team;reinaldo-conrad;Brazil;BRA
Boxing;berlin-1936;Lightheavyweight men;Men;BRONZE;Athlete;;francisco-risiglione;Argentina;ARG
Athletics;st-louis-1904;100m men;Men;BRONZE;Athlete;;;United States of America;USA
Archery;antwerp-1920;moving bird target 28m teams men;Men;BRONZE;GameTeam;France team;;France;FRA
Gymnastics Artistic;helsinki-1952;vault men;Men;SILVER;Athlete;;masao-takemoto;Japan;JPN
Wrestling;moscow-1980;Featherweight, Freestyle (?62 kilograms) Men;Men;GOLD;Athlete;;magomedgasan-abushev;Soviet Union;URS
Gymnastics Artistic;mexico-city-1968;uneven bars women;Women;SILVER;Athlete;;karin-janz;German Democratic Republic (Germany);GDR
Weightlifting;sydney-2000;105kg superheavyweight men;Men;SILVER;Athlete;;ronny-weller;Germany;GER
Weightlifting;los-angeles-1984;825  90kg middleheavyweight men;Men;SILVER;Athlete;;;Romania;ROU
Wrestling;moscow-1980;Super-Heavyweight, Greco-Roman (>100 kilograms) Men;Men;SILVER;Athlete;;aleksandr-tomov;Bulgaria;BUL
Canoe Sprint;los-angeles-1984;K2 500m kayak double men;Men;BRONZE;GameTeam;Canada team;hugh-fisher;Canada;CAN
Badminton;sydney-2000;doubles men;Men;BRONZE;GameTeam;Republic of Korea team #2;tae-kwon-ha;Republic of Korea;KOR
Wrestling;montreal-1976;Welterweight, Freestyle (?74 kilograms) Men;Men;GOLD;Athlete;;jiichiro-date;Japan;JPN
Boxing;st-louis-1904;567  6124kg lightweight men;Men;GOLD;Athlete;;;United States of America;USA
Curling;beijing-2022;Mixed Doubles;Mixed;GOLD;GameTeam;Italy;amos-mosaner;Italy;ITA
Hockey;athens-2004;hockey men;Men;BRONZE;GameTeam;Germany team;;Germany;GER
Athletics;london-2012;heptathlon women;Women;GOLD;Athlete;;jessica-ennis;Great Britain;GBR
Sailing;amsterdam-1928;6m mixed;Open;SILVER;GameTeam;Hi-Hi;;Denmark;DEN
Cycling Track;atlanta-1996;individual pursuit women;Women;GOLD;Athlete;;antonella-bellutti;Italy;ITA
Handball;los-angeles-1984;handball women;Women;SILVER;GameTeam;Republic of Korea team;;Republic of Korea;KOR
Handball;tokyo-2020;Men;Men;SILVER;GameTeam;Denmark;;Denmark;DEN
Tennis;seoul-1988;doubles men;Men;SILVER;GameTeam;Spain team;sergio-casal-martinez;Spain;ESP
Shooting;rio-2016;10m air pistol 60 shots men;Men;BRONZE;Athlete;;wei-pang;People's Republic of China;CHN
Wrestling;london-2012;Freestyle 60 kg men;Men;BRONZE;Athlete;;coleman-scott;United States of America;USA
Luge;grenoble-1968;Singles women;Women;GOLD;Athlete;;erica-lechner;Italy;ITA
Sailing;barcelona-1992;flying dutchman mixed;Open;SILVER;GameTeam;United States team;paul-foerster;United States of America;USA
Taekwondo;tokyo-2020;Women +67kg;Women;BRONZE;Athlete;;althea-laurin;France;FRA
Wrestling;berlin-1936;Middleweight, Greco-Roman (?79 kilograms) Men;Men;BRONZE;Athlete;;jozsef-palotas;Hungary;HUN
Rowing;tokyo-2020;Women's Quadruple Sculls;Women;GOLD;GameTeam;People's Republic of China;;People's Republic of China;CHN
Weightlifting;melbourne-1956;56 - 60kg (featherweight) men;Men;GOLD;Athlete;;isaac-berger;United States of America;USA
Cycling Track;london-1908;20km men;Men;BRONZE;Athlete;;;Belgium;BEL
Table Tennis;barcelona-1992;doubles men;Men;BRONZE;GameTeam;Republic of Korea team #2;;Republic of Korea;KOR
Water Polo;sydney-2000;water polo women;Women;SILVER;GameTeam;United States team;;United States of America;USA
Badminton;rio-2016;Singles women;Women;GOLD;Athlete;;carolina-marin;Spain;ESP
Rowing;seoul-1988;double sculls 2x men;Men;BRONZE;GameTeam;Soviet Union team;aleksandr-marchenko;Soviet Union;URS
Swimming;rome-1960;100m freestyle women;Women;BRONZE;Athlete;;natalie-alwyne-steward;Great Britain;GBR
Athletics;montreal-1976;200m men;Men;BRONZE;Athlete;;dwayne-eugene-evans;United States of America;USA
Wrestling;mexico-city-1968;Lightweight, Freestyle (?70 kilograms) Men;Men;SILVER;Athlete;;enyu-dimov-valtchev;Bulgaria;BUL
Tug of War;antwerp-1920;tug of war men;Men;BRONZE;GameTeam;Belgium team;;Belgium;BEL
Cross Country Skiing;sapporo-1972;Relay 4x10km men;Men;BRONZE;GameTeam;Switzerland team;;Switzerland;SUI
Sailing;atlanta-1996;Tornado - Multihull mixed;Open;BRONZE;GameTeam;Brazil team;kiko-pellicano;Brazil;BRA
Wrestling;montreal-1976;Super-Heavyweight, Freestyle (>100 kilograms) Men;Men;SILVER;Athlete;;jozsef-balla;Hungary;HUN
Shooting;sydney-2000;trap 75 targets women;Women;BRONZE;Athlete;;e-gao;People's Republic of China;CHN
Athletics;london-2012;20km walk men;Men;GOLD;Athlete;;ding-chen;People's Republic of China;CHN
Biathlon;beijing-2022;Men's 4x7.5km Relay;Men;SILVER;GameTeam;France;;France;FRA
Diving;athens-2004;synchronized diving 10m platform men;Men;GOLD;GameTeam;People's Republic of China team;jinghui-yang;People's Republic of China;CHN
Athletics;paris-1900;shot put men;Men;BRONZE;Athlete;;;United States of America;USA
Rowing;los-angeles-1984;four-oared shell with coxswain men;Men;GOLD;GameTeam;Great Britain team;;Great Britain;GBR
Cycling BMX;london-2012;Individual women;Women;SILVER;Athlete;;sarah-walker;New Zealand;NZL
Archery;moscow-1980;individual FITA round men;Men;GOLD;Athlete;;tomi-poikolainen;Finland;FIN
Judo;sydney-2000;81  90kg middleweight men;Men;SILVER;Athlete;;carlos-eduardo-honorato;Brazil;BRA
Speed skating;innsbruck-1976;500m men;Men;SILVER;Athlete;;valery-muratov;Soviet Union;URS
Athletics;antwerp-1920;3000m steeplechase men;Men;GOLD;Athlete;;percy-hodge;Great Britain;GBR
Short Track Speed Skating;vancouver-2010;1500m men;Men;SILVER;Athlete;;apolo-anton-ohno;United States of America;USA
Alpine Skiing;oslo-1952;downhill women;Women;GOLD;Athlete;;trude-beiser-jochum;Austria;AUT
Sailing;stockholm-1912;10m mixed;Open;BRONZE;GameTeam;Gallia II;;Russian Federation;RUS
Swimming;sydney-2000;100m backstroke women;Women;BRONZE;Athlete;;nina-alexandrovna-zhivanevskaya;Spain;ESP
Weightlifting;london-1948;60-67.5kg lightweight men;Men;GOLD;Athlete;;ibrahim-hassanein-shams;Egypt;EGY
Gymnastics Artistic;barcelona-1992;floor exercises men;Men;SILVER;Athlete;;;Unified Team;EUN
Gymnastics Artistic;los-angeles-1984;rings men;Men;BRONZE;Athlete;;mitchell-jay-gaylord;United States of America;USA
Karate;tokyo-2020;Women's Kumite +61kg;Women;SILVER;Athlete;;iryna-zaretska;Azerbaijan;AZE
Short Track Speed Skating;nagano-1998;1000m women;Women;BRONZE;Athlete;;hye-kyung-won;Republic of Korea;KOR
Swimming;sydney-2000;100m breaststroke men;Men;SILVER;Athlete;;ed-moses;United States of America;USA
Cycling Track;barcelona-1992;sprint women;Women;BRONZE;Athlete;;ingrid-haringa;Netherlands;NED
Snowboard;beijing-2022;Women's Snowboard Cross;Women;SILVER;Athlete;;chloe-trespeuch;France;FRA
Swimming;paris-1924;100m freestyle men;Men;GOLD;Athlete;;johnny-weissmuller;United States of America;USA
Wrestling;tokyo-2020;Men's Greco-Roman 60kg;Men;GOLD;Athlete;;luis-alberto-orta-sanchez;Cuba;CUB
Athletics;tokyo-1964;400m women;Women;BRONZE;Athlete;;judith-florence-amoore-pollock;Australia;AUS
Snowboard;beijing-2022;Men's Snowboard Big Air;Men;BRONZE;Athlete;;parrot;Canada;CAN
Alpine Skiing;lillehammer-1994;slalom men;Men;GOLD;Athlete;;thomas-stangassinger;Austria;AUT
Gymnastics Artistic;amsterdam-1928;horizontal bar men;Men;BRONZE;Athlete;;eugen-mack;Switzerland;SUI
Rowing;paris-1900;eight with coxswain 8 men;Men;BRONZE;GameTeam;Minerva Amsterdam;;Netherlands;NED
Sailing;london-1948;swallow golondrina mixed;Open;SILVER;GameTeam;Symphony;fernando-pinto-coelho-bello;Portugal;POR
Gymnastics Artistic;moscow-1980;pommel horse men;Men;BRONZE;Athlete;;michael-nikolay;German Democratic Republic (Germany);GDR
Wrestling;seoul-1988;Welterweight, Freestyle (?74 kilograms) Men;Men;BRONZE;Athlete;;rakhmat-sukra-sofiyadi;Bulgaria;BUL
Short Track Speed Skating;salt-lake-city-2002;1500m men;Men;BRONZE;Athlete;;marc-gagnon;Canada;CAN
Triathlon;rio-2016;Individual women;Women;BRONZE;Athlete;;vicky-holland;Great Britain;GBR
Fencing;seoul-1988;foil team women;Women;BRONZE;GameTeam;Hungary team;;Hungary;HUN
Boxing;moscow-1980;75-81kg lightheavyweight men;Men;BRONZE;Athlete;;herbert-bauch;German Democratic Republic (Germany);GDR
Sailing;seoul-1988;470 - Two Person Dinghy women;Women;GOLD;GameTeam;United States team;allison-blair-jolly;United States of America;USA
Judo;sydney-2000;78kg heavyweight women;Women;GOLD;Athlete;;hua-yuan;People's Republic of China;CHN
Figure skating;turin-2006;Individual men;Men;GOLD;Athlete;;evgeny-plyushchenko;Russian Federation;RUS
Equestrian Dressage;montreal-1976;team mixed;Open;BRONZE;GameTeam;United States team;;United States of America;USA
Rowing;tokyo-1964;pair without coxswain 2 men;Men;SILVER;GameTeam;Netherlands team;steven-joseph-blaisse;Netherlands;NED
Snowboard;pyeongchang-2018;Men�s Parallel Giant Slalom;Men;BRONZE;Athlete;;zan-kosir;Slovenia;SLO
Handball;montreal-1976;handball men;Men;SILVER;GameTeam;Romania team;;Romania;ROU
Alpine Skiing;innsbruck-1976;giant slalom men;Men;GOLD;Athlete;;heini-hemmi;Switzerland;SUI
Canoe Slalom;tokyo-2020;Men's Canoe;Men;SILVER;Athlete;;lukas-rohan;Czech Republic;CZE
Athletics;moscow-1980;javelin throw men;Men;SILVER;Athlete;;aleksandr-makarov;Soviet Union;URS
Canoe Sprint;tokyo-2020;Women's Kayak Single 500m;Women;SILVER;Athlete;;tamara-csipes;Hungary;HUN
Judo;london-2012;52  57kg lightweight women;Women;GOLD;Athlete;;kaori-matsumoto;Japan;JPN
Rowing;athens-2004;lightweight double sculls 2x women;Women;SILVER;GameTeam;Germany team;claudia-blasberg;Germany;GER
Boxing;melbourne-1956;51-54kg bantamweight men;Men;BRONZE;Athlete;;claudio-barrientos;Chile;CHI
Cycling Track;tokyo-1964;2000m tandem men;Men;GOLD;GameTeam;Italy team;angelo-damiano;Italy;ITA
Athletics;sydney-2000;800m women;Women;BRONZE;Athlete;;kelly-holmes;Great Britain;GBR
Weightlifting;beijing-2008;53kg women;Women;GOLD;Athlete;;prapawadee-jaroenrattanatarakoon;Thailand;THA
Athletics;paris-1924;10000m walk men;Men;GOLD;Athlete;;ugo-frigerio;Italy;ITA
Sailing;rio-2016;Laser - One Person Dinghy men;Men;SILVER;Athlete;;tonci-stipanovic;Croatia;CRO
Gymnastics Artistic;los-angeles-1932;individual all-round men;Men;SILVER;Athlete;;istvan-pelle;Hungary;HUN
Trampoline;london-2012;Individual men;Men;SILVER;Athlete;;dmitrii-ushakov;Russian Federation;RUS
Shooting;athens-2004;50m pistol 60 shots men;Men;SILVER;Athlete;;jong-oh-jin;Republic of Korea;KOR
Gymnastics Artistic;atlanta-1996;individual all-round women;Women;BRONZE;Athlete;;lavinia-corina-milosovici;Romania;ROU
Golf;paris-1900;Individual men;Men;SILVER;Athlete;;walter-rutherford;Great Britain;GBR
Athletics;london-1948;decathlon men;Men;BRONZE;Athlete;;floyd-macon-jr-simmons;United States of America;USA
Equestrian Eventing;paris-1924;team mixed;Men;BRONZE;GameTeam;Italy team;;Italy;ITA
Wrestling;antwerp-1920;Lightweight, Greco-Roman (?67.5 kilograms) Men;Men;SILVER;Athlete;;taavi-tamminen;Finland;FIN
Boxing;moscow-1980;57-60kg lightweight men;Men;GOLD;Athlete;;angel-herrera-vera;Cuba;CUB
Nordic Combined;garmisch-partenkirchen-1936;Individual men;Men;SILVER;Athlete;;olaf-hoffsbakken;Norway;NOR
Athletics;atlanta-1996;100m men;Men;GOLD;Athlete;;donovan-bailey;Canada;CAN
Wrestling;beijing-2008;Middleweight, Greco-Roman (?74 kilograms) Men;Men;GOLD;Athlete;;manuchar-kvirkelia;Georgia;GEO
Biathlon;pyeongchang-2018;2x6km Women + 2x7.5km Men Mixed Relay;Mixed;GOLD;GameTeam;France team;;France;FRA
Swimming;st-louis-1904;400m freestyle men;Men;GOLD;Athlete;;charles-daniels;United States of America;USA
Archery;antwerp-1920;fixed bird target large birds men;Men;BRONZE;Athlete;;firmin-flamand;Belgium;BEL
Alpine Skiing;lillehammer-1994;slalom men;Men;BRONZE;Athlete;;jure-kosir;Slovenia;SLO
Swimming;seoul-1988;100m backstroke women;Women;SILVER;Athlete;;krisztina-egerszegi;Hungary;HUN
Fencing;athens-1896;sabre individual men;Men;GOLD;Athlete;;ioannis-georgiadis;Greece;GRE
Boxing;rome-1960;71-75kg men;Men;BRONZE;Athlete;;yevgeni-feofanov;Soviet Union;URS
Swimming;stockholm-1912;100m freestyle men;Men;GOLD;Athlete;;duke-paoa-kahanamoku;United States of America;USA
Athletics;munich-1972;triple jump men;Men;SILVER;Athlete;;jorg-drehmel;German Democratic Republic (Germany);GDR
Golf;tokyo-2020;Women's Individual Stroke Play;Women;GOLD;Athlete;;nelly-korda;United States of America;USA
Fencing;rio-2016;�p�e team men;Men;GOLD;GameTeam;France team;;France;FRA
Diving;mexico-city-1968;3m springboard women;Women;SILVER;Athlete;;tamara-fedosova-pogozheva;Soviet Union;URS
Shooting;london-2012;50m rifle 3 positions 3x40 shots men;Men;SILVER;Athlete;;jonghyun-kim;Republic of Korea;KOR
Boxing;los-angeles-1984;81-91kg heavyweight men;Men;SILVER;Athlete;;willie-dewit;Canada;CAN
Archery;munich-1972;individual FITA round men;Men;GOLD;Athlete;;john-chester-williams;United States of America;USA
Boxing;mexico-city-1968;75-81kg lightheavyweight men;Men;BRONZE;Athlete;;georghi-stankov;Bulgaria;BUL
Boxing;montreal-1976;63.5-67kg welterweight men;Men;SILVER;Athlete;;pedro-jose-gamarro;Venezuela;VEN
Ski Jumping;beijing-2022;Women's NH Individual;Women;GOLD;Athlete;;ursa-bogataj;Slovenia;SLO
Athletics;los-angeles-1932;high jump men;Men;BRONZE;Athlete;;simeon-galvez-toribio;Philippines;PHI
Speed skating;cortina-d-ampezzo-1956;500m men;Men;SILVER;Athlete;;rafael-grach;Soviet Union;URS
Athletics;stockholm-1912;4x100m relay men;Men;SILVER;GameTeam;Sweden team;;Sweden;SWE
Canoe Sprint;moscow-1980;K1 500m kayak single women;Women;SILVER;Athlete;;vania-gesheva;Bulgaria;BUL
Beach Volleyball;beijing-2008;Beach volleyball men;Men;SILVER;GameTeam;Brazil team #1;;Brazil;BRA
Curling;salt-lake-city-2002;curling women;Women;GOLD;GameTeam;Great Britain team;;Great Britain;GBR
Curling;sochi-2014;curling women;Women;BRONZE;GameTeam;Great Britain team;;Great Britain;GBR
Shooting;stockholm-1912;army rifle 300m 3 positions men;Men;GOLD;Athlete;;sandor-prokopp;Hungary;HUN
Equestrian  Vaulting;antwerp-1920;figure riding individual mixed;Men;GOLD;Athlete;;;Belgium;BEL
Cycling Track;sydney-2000;Sprint individual men;Men;GOLD;Athlete;;martin-nothstein;United States of America;USA
Figure skating;sochi-2014;team mixed;Mixed;SILVER;GameTeam;Canada team;;Canada;CAN
Shooting;beijing-2008;10m air pistol 60 shots men;Men;BRONZE;Athlete;;jason-turner-1;United States of America;USA
Canoe Sprint;rio-2016;K-1 1000m (kayak single) men;Men;SILVER;Athlete;;josef-dostal;Czech Republic;CZE
Nordic Combined;beijing-2022;Individual Gundersen Normal Hill/10km;Men;BRONZE;Athlete;;lukas-greiderer;Austria;AUT
Short Track Speed Skating;nagano-1998;500m men;Men;BRONZE;Athlete;;hitoshi-uematsu;Japan;JPN
Speed skating;nagano-1998;5000m men;Men;GOLD;Athlete;;gianni-romme;Netherlands;NED
Diving;helsinki-1952;3m springboard men;Men;BRONZE;Athlete;;robert-lynn-clotworthy;United States of America;USA
Speed skating;innsbruck-1964;1500m men;Men;BRONZE;Athlete;;villy-haugen;Norway;NOR
