discipline_title;slug_game;event_title;event_gender;medal_type;participant_type;participant_title;athlete_id;country_name;country_3_letter_code
Swimming;beijing-2008;100m freestyle men;Men;BRONZE;Athlete;;jason-lezak;United States of America;USA
Gymnastics Artistic;melbourne-1956;pommel horse men;Men;SILVER;Athlete;;takashi-ono;Japan;JPN
Diving;seoul-1988;10m platform men;Men;GOLD;Athlete;;gregory-louganis;United States of America;USA
Boxing;mexico-city-1968;71-75kg men;Men;SILVER;Athlete;;;Soviet Union;URS
Shooting;athens-2004;10m air rifle 40 shots women;Women;SILVER;Athlete;;lyubov-galkina;Russian Federation;RUS
Boxing;amsterdam-1928;7938kg heavyweight men;Men;SILVER;Athlete;;nils-arvid-ramm;Sweden;SWE
Athletics;antwerp-1920;100m men;Men;GOLD;Athlete;;charles-paddock;United States of America;USA
Speed skating;albertville-1992;10000m men;Men;BRONZE;Athlete;;geir-karlstad;Norway;NOR
Shooting;paris-1924;50m rifle prone 60 shots men;Men;BRONZE;Athlete;;josias-hartmann;Switzerland;SUI
Swimming;munich-1972;4x100m freestyle relay men;Men;SILVER;GameTeam;Soviet Union team;;Soviet Union;URS
Weightlifting;beijing-2008;75kg women;Women;GOLD;Athlete;;alla-vazhenina;Kazakhstan;KAZ
Swimming;melbourne-1956;100m backstroke men;Men;GOLD;Athlete;;david-egmont-theile;Australia;AUS
Athletics;beijing-2008;100m hurdles women;Women;SILVER;Athlete;;sally-pearson;Australia;AUS
Fencing;barcelona-1992;sabre individual men;Men;GOLD;Athlete;;bence-szabo;Hungary;HUN
Bobsleigh;oslo-1952;four-man men;Men;GOLD;GameTeam;Germany team;;Germany;GER
Sailing;beijing-2008;Laser Radial - One Person Dinghy women;Women;BRONZE;Athlete;;lijia-xu;People's Republic of China;CHN
Athletics;mexico-city-1968;4x400m relay men;Men;SILVER;GameTeam;Kenya team;;Kenya;KEN
Wrestling;barcelona-1992;Flyweight, Greco-Roman (?52 kilograms) Men;Men;SILVER;Athlete;;alfred-ter-mkrtchyan-1;Unified Team;EUN
Freestyle Skiing;pyeongchang-2018;Ladies� Ski Cross;Women;BRONZE;Athlete;;fanny-smith;Switzerland;SUI
Wrestling;atlanta-1996;Flyweight, Greco-Roman (?52 kilograms) Men;Men;BRONZE;Athlete;;andriy-kalashnikov;Ukraine;UKR
Gymnastics Artistic;seoul-1988;floor exercises women;Women;SILVER;Athlete;;svetlana-boginskaya;Soviet Union;URS
Judo;tokyo-2020;Women -52 kg;Women;BRONZE;Athlete;;chelsie-giles;Great Britain;GBR
Athletics;london-1908;1500m men;Men;SILVER;Athlete;;harold-wilson;Great Britain;GBR
Archery;athens-2004;Individual competition men;Men;BRONZE;Athlete;;tim-cuddihy;Australia;AUS
Tennis;london-2012;mixed doubles mixed;Mixed;GOLD;GameTeam;Belarus team;max-mirnyi;Belarus;BLR
Swimming;tokyo-1964;100m freestyle men;Men;BRONZE;Athlete;;hans-joachim-klein;Germany;GER
Swimming;beijing-2008;400m freestyle men;Men;GOLD;Athlete;;tae-hwan-park;Republic of Korea;KOR
Table Tennis;atlanta-1996;doubles women;Women;GOLD;GameTeam;People's Republic of China team #1;hong-qiao;People's Republic of China;CHN
Basketball;rio-2016;basketball men;Men;GOLD;GameTeam;United States team;;United States of America;USA
Athletics;amsterdam-1928;pole vault men;Men;GOLD;Athlete;;sabin-william-carr;United States of America;USA
Table Tennis;london-2012;team women;Women;BRONZE;GameTeam;Singapore team;;Singapore;SGP
Wrestling;barcelona-1992;Light-Flyweight, Greco-Roman (?48 kilograms) Men;Men;BRONZE;Athlete;;wilber-sanchez-amita;Cuba;CUB
Swimming;beijing-2008;100m breaststroke men;Men;GOLD;Athlete;;kosuke-kitajima;Japan;JPN
Swimming;montreal-1976;200m breaststroke men;Men;GOLD;Athlete;;david-andrew-wilkie;Great Britain;GBR
Archery;beijing-2008;individual FITA Olympic round  70m women;Women;GOLD;Athlete;;juan-juan-zhang;People's Republic of China;CHN
Taekwondo;london-2012;68 - 80 kg men;Men;BRONZE;Athlete;;lutalo-muhammad;Great Britain;GBR
Bobsleigh;vancouver-2010;four-man men;Men;GOLD;GameTeam;United States team #1;;United States of America;USA
Sailing;stockholm-1912;6m mixed;Open;SILVER;GameTeam;Nurdug II;;Denmark;DEN
Wrestling;athens-1896;Unlimited Class, Greco-Roman Men;Men;SILVER;Athlete;;georgios-tsitas;Greece;GRE
Athletics;london-2012;pole vault women;Women;GOLD;Athlete;;;United States of America;USA
Rowing;moscow-1980;double sculls 2x men;Men;SILVER;GameTeam;Yugoslavia team;milorad-stanulov;Yugoslavia;YUG
Swimming;rome-1960;4x100m medley relay men;Men;GOLD;GameTeam;United States team;;United States of America;USA
Cycling Track;london-1908;5000m men;Men;GOLD;Athlete;;;Great Britain;GBR
Athletics;helsinki-1952;pole vault men;Men;BRONZE;Athlete;;ragnar-lundberg;Sweden;SWE
Canoe Sprint;montreal-1976;K2 500m kayak double men;Men;BRONZE;GameTeam;Romania team;larion-serhei;Romania;ROU
Tennis;athens-2004;Singles women;Women;GOLD;Athlete;;justine-henin-hardenne;Belgium;BEL
Athletics;tokyo-2020;Men's High Jump;Men;GOLD;Athlete;;gianmarco-tamberi-1;Italy;ITA
Cycling Track;barcelona-1992;1km time trial men;Men;SILVER;Athlete;;shane-kelly;Australia;AUS
Bobsleigh;oslo-1952;two-man men;Men;GOLD;GameTeam;Germany team #1;lorenz-nieberl;Germany;GER
Cycling Track;antwerp-1920;Sprint individual men;Men;BRONZE;Athlete;;harry-edgar-ryan;Great Britain;GBR
Athletics;london-1948;100m men;Men;BRONZE;Athlete;;lloyd-labeach;Panama;PAN
Wrestling;melbourne-1956;Heavyweight, Freestyle (>87 kilograms) Men;Men;GOLD;Athlete;;hamit-kaplan;Turkey;TUR
Judo;barcelona-1992;56  61kg halfmiddleweight women;Women;GOLD;Athlete;;catherine-fleury-vachon;France;FRA
Canoe Sprint;london-1948;K1 500m kayak single women;Women;GOLD;Athlete;;karen-hoff;Denmark;DEN
Volleyball;moscow-1980;volleyball women;Women;SILVER;GameTeam;East Germany team;;German Democratic Republic (Germany);GDR
Taekwondo;athens-2004;Athens 2004 Taekwondo - 49 kg women;Women;GOLD;Athlete;;shih-hsin-chen;Chinese Taipei;TPE
Hockey;moscow-1980;hockey men;Men;BRONZE;GameTeam;Soviet Union team;;Soviet Union;URS
Athletics;tokyo-1964;5000m men;Men;BRONZE;Athlete;;william-solon-dellinger;United States of America;USA
Taekwondo;london-2012;49 kg women;Women;BRONZE;Athlete;;lucija-zaninovic;Croatia;CRO
Shooting;barcelona-1992;25m rapid fire pistol 60 shots men;Men;SILVER;Athlete;;afanasijs-kuzmins;Latvia;LAT
Bobsleigh;vancouver-2010;two-woman women;Women;SILVER;GameTeam;Canada team #2;helen-upperton;Canada;CAN
Hockey;helsinki-1952;hockey men;Men;BRONZE;GameTeam;Great Britain team;;Great Britain;GBR
Speed skating;oslo-1952;5000m men;Men;GOLD;Athlete;;hjalmar-andersen;Norway;NOR
Gymnastics Artistic;helsinki-1952;floor exercises men;Men;SILVER;Athlete;;tadao-uesako;Japan;JPN
Wrestling;los-angeles-1984;Light-Heavyweight, Greco-Roman (?90 kilograms) Men;Men;BRONZE;Athlete;;frank-andersson;Sweden;SWE
Archery;rio-2016;Individual Competition women;Women;GOLD;Athlete;;hyejin-chang;Republic of Korea;KOR
Weightlifting;barcelona-1992;82.5 - 90kg (middle-heavyweight) men;Men;SILVER;Athlete;;serguei-syrtsov;Unified Team;EUN
Equestrian Dressage;berlin-1936;team mixed;Men;SILVER;GameTeam;France team;;France;FRA
Gymnastics Artistic;montreal-1976;horizontal bar men;Men;BRONZE;Athlete;;eberhard-gienger;Federal Republic of Germany;FRG
Shooting;los-angeles-1984;10m air rifle 60 shots men;Men;GOLD;Athlete;;philippe-heberle;France;FRA
Speed skating;oslo-1952;1500m men;Men;SILVER;Athlete;;willem-van-der-voort;Netherlands;NED
Shooting;tokyo-2020;Trap Men;Men;BRONZE;Athlete;;matthew-john-coward-holley;Great Britain;GBR
Alpine Skiing;beijing-2022;Men's Super-G;Men;GOLD;Athlete;;matthias-mayer;Austria;AUT
Athletics;barcelona-1992;100m women;Women;BRONZE;Athlete;;irina-privalova;Unified Team;EUN
Equestrian Dressage;rio-2016;Dressage Individual Grand Prix mixed;Open;BRONZE;Athlete;;kristina-broring-sprehe;Germany;GER
Boxing;rio-2016;75 - 81kg (light-heavyweight) men;Men;GOLD;Athlete;;julio-cesar-la-cruz;Cuba;CUB
Cycling BMX;london-2012;Individual women;Women;BRONZE;Athlete;;laura-smulders;Netherlands;NED
Tennis;barcelona-1992;Singles men;Men;BRONZE;Athlete;;;Unified Team;EUN
Luge;beijing-2022;Doubles;Open;GOLD;GameTeam;WENDL Tobias / ARLT Tobias;tobias-wendl;Germany;GER
Rowing;seoul-1988;single sculls 1x men;Men;BRONZE;Athlete;;eric-franciscus-verdonk;New Zealand;NZL
Weightlifting;moscow-1980;75  825kg lightheavyweight men;Men;SILVER;Athlete;;blagoi-blagoev;Bulgaria;BUL
Ski Jumping;beijing-2022;Men's Team;Men;SILVER;GameTeam;Slovenia;;Slovenia;SLO
Equestrian Jumping;atlanta-1996;team mixed;Open;SILVER;GameTeam;United States team;;United States of America;USA
Wrestling;st-louis-1904;Bantamweight, Freestyle (?125 pounds) Men;Men;GOLD;Athlete;;;United States of America;USA
Athletics;los-angeles-1932;80m hurdles women;Women;BRONZE;Athlete;;marjorie-r-clark;South Africa;RSA
Cycling Track;sydney-2000;Olympic Sprint men;Men;BRONZE;GameTeam;Australia team;;Australia;AUS
Judo;atlanta-1996;52  56kg lightweight women;Women;BRONZE;Athlete;;isabel-fernandez-gutierrez;Spain;ESP
Diving;london-2012;synchronized diving 10m platform women;Women;GOLD;GameTeam;People's Republic of China team;ruolin-chen;People's Republic of China;CHN
Swimming;tokyo-1964;200m butterfly men;Men;BRONZE;Athlete;;frederick-weber-schmidt;United States of America;USA
Bobsleigh;innsbruck-1976;four-man men;Men;BRONZE;GameTeam;West Germany team #1;;Federal Republic of Germany;FRG
Speed skating;sapporo-1972;500m men;Men;BRONZE;Athlete;;valery-muratov;Soviet Union;URS
Cycling Road;barcelona-1992;team time trial men;Men;BRONZE;GameTeam;France team;;France;FRA
Freestyle Skiing;vancouver-2010;Moguls women;Women;BRONZE;Athlete;;shannon-bahrke;United States of America;USA
Weightlifting;tokyo-2020;Men's 81kg;Men;GOLD;Athlete;;xiaojun-lyu;People's Republic of China;CHN
Athletics;beijing-2008;triple jump men;Men;GOLD;Athlete;;nelson-evora;Portugal;POR
Polo;paris-1900;polo men;Men;GOLD;GameTeam;Foxhunters Hurlingham #1;;MIX;MIX
Badminton;sydney-2000;doubles women;Women;BRONZE;GameTeam;People's Republic of China team #1;yiyuan-qin;People's Republic of China;CHN
Gymnastics Artistic;london-2012;pommel horse men;Men;GOLD;Athlete;;krisztian-berki;Hungary;HUN
Judo;tokyo-2020;Men -73 kg;Men;GOLD;Athlete;;shohei-ono;Japan;JPN
Equestrian Jumping;moscow-1980;individual mixed;Open;GOLD;Athlete;;jan-kowalczyk;Poland;POL
Athletics;beijing-2008;200m men;Men;BRONZE;Athlete;;walter-dix;United States of America;USA
Water Polo;tokyo-2020;Women;Women;GOLD;GameTeam;United States;;United States of America;USA
Gymnastics Artistic;stockholm-1912;individual all-round men;Men;SILVER;Athlete;;b-louis-segura;France;FRA
Weightlifting;seoul-1988;67.5-75kg middleweight men;Men;BRONZE;Athlete;;aleksander-varbanov;Bulgaria;BUL
Athletics;stockholm-1912;4x400m relay men;Men;BRONZE;GameTeam;Great Britain team;;Great Britain;GBR
Swimming;moscow-1980;200m freestyle women;Women;BRONZE;Athlete;;carmela-schmidt;German Democratic Republic (Germany);GDR
Judo;beijing-2008;78kg heavyweight women;Women;BRONZE;Athlete;;lucija-polavder-1;Slovenia;SLO
Cross Country Skiing;sochi-2014;Relay 4x5km women;Women;SILVER;GameTeam;Finland team;;Finland;FIN
Wrestling;seoul-1988;Flyweight, Freestyle (?52 kilograms) Men;Men;BRONZE;Athlete;;vladimir-tohuzov;Soviet Union;URS
Athletics;moscow-1980;100m hurdles women;Women;SILVER;Athlete;;johanna-schaller-klier;German Democratic Republic (Germany);GDR
Tennis;london-2012;mixed doubles mixed;Mixed;GOLD;GameTeam;Belarus team;victoria-azarenka;Belarus;BLR
Short Track;pyeongchang-2018;Men�s 1000m;Men;SILVER;Athlete;;krueger;United States of America;USA
Handball;london-2012;handball women;Women;SILVER;GameTeam;Montenegro team;;Montenegro;MNE
Boxing;rome-1960;67  71kg lightmiddleweight men;Men;SILVER;Athlete;;carmelo-bossi;Italy;ITA
Cross Country Skiing;sapporo-1972;30km mass start men;Men;BRONZE;Athlete;;johs-harviken;Norway;NOR
Athletics;berlin-1936;4x100m relay men;Men;SILVER;GameTeam;Italy team;;Italy;ITA
Baseball;atlanta-1996;baseball men;Men;BRONZE;GameTeam;United States team;;United States of America;USA
Speed skating;innsbruck-1976;500m women;Women;BRONZE;Athlete;;tatyana-averina;Soviet Union;URS
Rowing;montreal-1976;double sculls 2x women;Women;SILVER;GameTeam;East Germany team;sabine-jahn;German Democratic Republic (Germany);GDR
Football;seoul-1988;football men;Men;BRONZE;GameTeam;West Germany team;;Federal Republic of Germany;FRG
Gymnastics Artistic;athens-2004;floor exercises men;Men;GOLD;Athlete;;kyle-shewfelt;Canada;CAN
Bobsleigh;st-moritz-1948;twoman men;Men;SILVER;GameTeam;Switzerland team #1;paul-hans-eberhard;Switzerland;SUI
Cycling Road;sydney-2000;individual time trial men;Men;SILVER;Athlete;;jan-ullrich;Germany;GER
Weightlifting;helsinki-1952;56 - 60kg (featherweight) men;Men;BRONZE;Athlete;;rodney-adolphus-wilkes;Trinidad and Tobago;TTO
Wrestling;tokyo-1964;Heavyweight, Greco-Roman (>97 kilograms) Men;Men;BRONZE;Athlete;;wilfried-dietrich;Germany;GER
Alpine Skiing;calgary-1988;alpine combined women;Women;SILVER;Athlete;;brigitte-oertli;Switzerland;SUI
Gymnastics Artistic;melbourne-1956;vault women;Women;BRONZE;Athlete;;olga-tass-lemhenyi;Hungary;HUN
Athletics;st-louis-1904;400m hurdles men;Men;SILVER;Athlete;;frank-waller;United States of America;USA
Gymnastics Artistic;paris-1924;pommel horse men;Men;BRONZE;Athlete;;antoine-rebetez;Switzerland;SUI
Luge;nagano-1998;Doubles mixed;Open;SILVER;GameTeam;United States team #1;chris-thorpe;United States of America;USA
Archery;london-2012;team FITA Olympic round  70m men;Men;BRONZE;GameTeam;Republic of Korea team;;Republic of Korea;KOR
Cross Country Skiing;nagano-1998;Relay 4x5km women;Women;SILVER;GameTeam;Norway team;;Norway;NOR
Swimming;london-2012;4x100m freestyle relay men;Men;SILVER;GameTeam;United States team;;United States of America;USA
Cross Country Skiing;cortina-d-ampezzo-1956;10km women;Women;SILVER;Athlete;;radya-yeroshina;Soviet Union;URS
Swimming;athens-1896;100m freestyle men;Men;GOLD;Athlete;;alfred-hajos;Hungary;HUN
Water Polo;helsinki-1952;water polo men;Men;SILVER;GameTeam;Yugoslavia team;;Yugoslavia;YUG
Rowing;st-louis-1904;Double Sculls Men;Men;SILVER;GameTeam;Ravenswood Boat Club #2;;United States of America;USA
Cycling Track;rio-2016;Omnium men;Men;GOLD;Athlete;;elia-viviani;Italy;ITA
Fencing;beijing-2008;sabre team men;Men;GOLD;GameTeam;France team;;France;FRA
Wrestling;munich-1972;Welterweight, Greco-Roman (?74 kilograms) Men;Men;SILVER;Athlete;;petros-galaktopoulos;Greece;GRE
Boxing;montreal-1976;63.5-67kg welterweight men;Men;BRONZE;Athlete;;victor-zilberman;Romania;ROU
Short Track Speed Skating;lillehammer-1994;1000m women;Women;GOLD;Athlete;;;Republic of Korea;KOR
Judo;rio-2016;90 - 100kg (half-heavyweight) men;Men;GOLD;Athlete;;lukas-krpalek;Czech Republic;CZE
Judo;sydney-2000;57  63kg halfmiddleweight women;Women;BRONZE;Athlete;;gella-vandecaveye;Belgium;BEL
Figure skating;innsbruck-1976;Pairs mixed;Mixed;SILVER;GameTeam;East Germany team #1;romy-kermer;German Democratic Republic (Germany);GDR
Swimming;rome-1960;400m freestyle men;Men;BRONZE;Athlete;;john-jon-konrads;Australia;AUS
Athletics;tokyo-2020;Women's Shot Put;Women;SILVER;Athlete;;raven-saunders;United States of America;USA
Polo;berlin-1936;polo men;Men;BRONZE;GameTeam;Mexico team;;Mexico;MEX
Ski Jumping;sapporo-1972;Large Hill Individual men;Men;BRONZE;Athlete;;rainer-schmidt;German Democratic Republic (Germany);GDR
Short Track Speed Skating;vancouver-2010;5000m relay men;Men;BRONZE;GameTeam;United States team;;United States of America;USA
Rowing;paris-1924;pair-oared shell with coxswain men;Men;GOLD;GameTeam;Switzerland team;;Switzerland;SUI
Handball;seoul-1988;handball men;Men;BRONZE;GameTeam;Yugoslavia team;;Yugoslavia;YUG
Sailing;london-2012;Star - Keelboat men;Men;BRONZE;GameTeam;Brazil team;robert-scheidt;Brazil;BRA
Shooting;melbourne-1956;100m running deer singledouble shots men;Men;SILVER;Athlete;;olof-skoldberg;Sweden;SWE
Rowing;tokyo-2020;Lightweight Men's Double Sculls;Men;GOLD;GameTeam;Ireland;paul-odonovan;Ireland;IRL
Athletics;london-2012;5000m women;Women;GOLD;Athlete;;meseret-defar;Ethiopia;ETH
Swimming;athens-1896;400m freestyle men;Men;BRONZE;Athlete;;;Greece;GRE
Table Tennis;seoul-1988;doubles women;Women;GOLD;GameTeam;Republic of Korea team;young-ja-yang;Republic of Korea;KOR
Judo;sydney-2000;90  100kg halfheavyweight men;Men;GOLD;Athlete;;kosei-inoue;Japan;JPN
Athletics;mexico-city-1968;50km walk men;Men;SILVER;Athlete;;antal-kiss;Hungary;HUN
Baseball;athens-2004;baseball men;Men;BRONZE;GameTeam;Japan team;;Japan;JPN
Athletics;tokyo-2020;Women's 4 x 400m Relay;Women;SILVER;GameTeam;Poland;;Poland;POL
Athletics;stockholm-1912;hammer throw men;Men;GOLD;Athlete;;;United States of America;USA
Gymnastics Artistic;mexico-city-1968;uneven bars women;Women;BRONZE;Athlete;;zinaida-voronina;Soviet Union;URS
Cross Country Skiing;vancouver-2010;Team sprint women;Women;GOLD;GameTeam;Germany team;claudia-nystad;Germany;GER
Sailing;atlanta-1996;470 - Two Person Dinghy women;Women;BRONZE;GameTeam;Ukraine team;olena-pakholchik;Ukraine;UKR
Shooting;atlanta-1996;10m air rifle 60 shots men;Men;GOLD;Athlete;;artem-khadzhibekov;Russian Federation;RUS
Rowing;paris-1900;four-oared shell with coxswain men - Final 1;Men;SILVER;GameTeam;Club Nautique de Lyon #2;;France;FRA
Alpine Skiing;beijing-2022;Mixed Team Parallel;Mixed;BRONZE;GameTeam;Norway;;Norway;NOR
Bobsleigh;sochi-2014;two-man men;Men;SILVER;GameTeam;United States team #1;steven-holcomb;United States of America;USA
Athletics;melbourne-1956;long jump women;Women;GOLD;Athlete;;elzbieta-dunska-krzesinska;Poland;POL
Boxing;seoul-1988;63.5-67kg welterweight men;Men;BRONZE;Athlete;;jan-dydak;Poland;POL
Freestyle Skiing;lillehammer-1994;Aerials women;Women;SILVER;Athlete;;marie-lindgren;Sweden;SWE
Athletics;athens-2004;400m men;Men;GOLD;Athlete;;jeremy-wariner;United States of America;USA
Canoe Sprint;melbourne-1956;K1 1000m kayak single men;Men;SILVER;Athlete;;igor-pissarev;Soviet Union;URS
Rowing;st-louis-1904;Double Sculls Men;Men;SILVER;GameTeam;Ravenswood Boat Club #2;john-grey-hoben;United States of America;USA
Gymnastics Artistic;los-angeles-1984;individual all-round men;Men;GOLD;Athlete;;koji-gushiken;Japan;JPN
Cross Country Skiing;vancouver-2010;50km men;Men;BRONZE;Athlete;;johan-olsson;Sweden;SWE
Triathlon;beijing-2008;Individual women;Women;SILVER;Athlete;;vanessa-fernandes;Portugal;POR
Alpine Skiing;squaw-valley-1960;downhill men;Men;SILVER;Athlete;;hanspeter-lanig;Germany;GER
Fencing;amsterdam-1928;foil team men;Men;SILVER;GameTeam;France team;;France;FRA
Badminton;atlanta-1996;Doubles mixed;Mixed;GOLD;GameTeam;Republic of Korea team #1;;Republic of Korea;KOR
Sailing;beijing-2008;Finn - Heavyweight Dinghy mixed;Open;SILVER;Athlete;;zach-railey;United States of America;USA
Canoe Sprint;seoul-1988;C1 500m canoe single men;Men;GOLD;Athlete;;olaf-heukrodt;German Democratic Republic (Germany);GDR
Athletics;helsinki-1952;high jump men;Men;BRONZE;Athlete;;jose-telles-da-conceicao;Brazil;BRA
Figure skating;nagano-1998;Individual men;Men;GOLD;Athlete;;ilia-kulik;Russian Federation;RUS
Canoe Sprint;sydney-2000;C2 1000m canoe double men;Men;SILVER;GameTeam;Cuba team;ibrahim-rojas-blanco;Cuba;CUB
Nordic Combined;salt-lake-city-2002;Individual men;Men;SILVER;Athlete;;jaakko-tallus;Finland;FIN
Swimming;rome-1960;100m freestyle men;Men;SILVER;Athlete;;lance-melvin-larson;United States of America;USA
Rowing;seoul-1988;pair without coxswain 2 men;Men;SILVER;GameTeam;Romania team;dragos-neagu;Romania;ROU
Gymnastics Artistic;melbourne-1956;individual all-round women;Women;SILVER;Athlete;;agnes-keleti;Hungary;HUN
Boxing;barcelona-1992;75-81kg lightheavyweight men;Men;BRONZE;Athlete;;zoltan-beres;Hungary;HUN
Badminton;barcelona-1992;doubles women;Women;GOLD;GameTeam;Republic of Korea team #2;hae-young-hwang;Republic of Korea;KOR
Equestrian Jumping;paris-1900;high jump mixed;Open;BRONZE;Athlete;;;Belgium;BEL
Rowing;stockholm-1912;single sculls 1x men;Men;BRONZE;Athlete;;;Russian Federation;RUS
Diving;beijing-2008;synchronized diving 10m platform women;Women;GOLD;GameTeam;People's Republic of China team;xin-wang-1;People's Republic of China;CHN
Athletics;sydney-2000;triple jump women;Women;SILVER;Athlete;;tatyana-lebedeva;Russian Federation;RUS
Nordic Combined;garmisch-partenkirchen-1936;Individual men;Men;GOLD;Athlete;;oddbjorn-hagen;Norway;NOR
Athletics;st-louis-1904;triple jump men;Men;GOLD;Athlete;;meyer-prinstein;United States of America;USA
Weightlifting;sydney-2000;62kg featherweight men;Men;GOLD;Athlete;;nikolay-pechalov;Croatia;CRO
Sailing;london-2012;RSX - Windsurfer men;Men;BRONZE;Athlete;;przemyslaw-miarczynski;Poland;POL
Athletics;stockholm-1912;cross country team men;Men;SILVER;GameTeam;Finland team;;Finland;FIN
Athletics;berlin-1936;3000m steeplechase men;Men;BRONZE;Athlete;;alfred-dompert;Germany;GER
